organism	gene	modification	new_id	old_id	random_id	protein_length_new	protein_length_old	CDS_counts_new	CDS_counts_old	CDS_change	source_new	source_old	chain_count_new	chain_count_old	fraction_disordered_new	fraction_disordered_old	has_clash_new	has_clash_old	pae_mean_new	pae_mean_old	ptm_new	ptm_old	ranking_score_new	ranking_score_old	residue_plddt_50_new	residue_plddt_50_old	residue_plddt_60_new	residue_plddt_60_old	residue_plddt_70_new	residue_plddt_70_old	residue_plddt_80_new	residue_plddt_80_old	residue_plddt_90_new	residue_plddt_90_old	residue_plddt_count_fp_new	residue_plddt_count_fp_old	residue_plddt_count_tp_new	residue_plddt_count_tp_old	residue_plddt_max_new	residue_plddt_max_old	residue_plddt_mean_new	residue_plddt_mean_old	residue_plddt_median_new	residue_plddt_median_old	residue_plddt_min_new	residue_plddt_min_old	total_residue_plddt_over_80_new	total_residue_plddt_over_80_old	Foldseek_transformed_evalue_new	Foldseek_transformed_evalue_old	alnlen_new	alnlen_old	alntmscore_new	alntmscore_old	bits_new	bits_old	evalue_new	evalue_old	fident_new	fident_old	gapopen_new	gapopen_old	lddt_new	lddt_old	mismatch_new	mismatch_old	qend_new	qend_old	qstart_new	qstart_old	query_length_new	query_length_old	query_new	query_old	target_new	target_old	taxid_new	taxid_old	taxlineage_new	taxlineage_old	taxname_new	taxname_old	tend_new	tend_old	tstart_new	tstart_old	diff_alnlen	diff_alntmscore	diff_bits	diff_CDS_counts	diff_evalue	diff_fident	diff_fraction_disordered	diff_lddt	diff_pae_max	diff_pae_mean	diff_ph-LDDT	diff_protein_length	diff_ptm	diff_residue_plddt_50	diff_residue_plddt_60	diff_residue_plddt_70	diff_residue_plddt_80	diff_residue_plddt_90	diff_residue_plddt_mean	diff_residue_plddt_median	diff_total_residue_plddt_over_80	diff_PSAURON_in_frame_score	diff_mean_out_of_frame_score	ph-LDDT_new	ph-LDDT_old	precision_new	precision_old	query_tp_count_new	query_tp_count_old	sensitivity_new	sensitivity_old	PSAURON_in_frame_score_new	PSAURON_in_frame_score_old	mean_out_of_frame_score_new	mean_out_of_frame_score_old	alignment_score	alignment_length	percent_alignment_score	IPR_max_new	IPR_total_new	IPR_evalue_min_new	IPR_max_old	IPR_total_old	IPR_evalue_min_old	IPR_transformed_evalue_min_new	IPR_transformed_evalue_min_old	diff_IPR_min_evalue	diff_IPR_transformed_min_evalue	above_90_old	above_80_old	above_70_old	above_60_old	above_50_old	above_90_new	above_80_new	above_70_new	above_60_new	above_50_new	diff_above_90	diff_above_80	diff_above_70	diff_above_60	diff_above_50
Fusarium graminearum str. PH-1	FGRAMPH1_01G08243	changed	FGRAMPH1_01G08243	FGRAMPH1_01G08243	033B46DD_EF83_4A9F_89F9_7E8429F4EA8E	289	227	2	3	decrease	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.42	0.55	0	0	20.1546054285749	24.4467891866716	0.57	0.33	0.78	0.61	10	11	4	22	19	28	53	13	85	0	26	0	161	63	97.5375	85.815	63.4330083159824	47.2240710280909	76.705	39.1966666666667	16.5344444444444	25.0444444444444	138	13			0.0	0.0	0.5354	0.1615	92.0	26.0	0.01279	0.2739	0.099	0.104	12.0	11.0	0.4314	0.2596	101.0	72.0	277.0	226.0	122.0	120.0	155.0	106.0	fgramph1_01t08243_model	fgramph1_01t08243-p1_model	8r8a-assembly1.cif.gz_A	7enj-assembly1.cif.gz_R	3656.0	9606.0	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Cucurbitales;f_Cucurbitaceae;-_Benincaseae;g_Cucumis;s_Cucumis melo	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	Cucumis melo	Homo sapiens	125.0	164.0	4.0	31.0	0.0	0.3739	66.0	-1	-0.26111	-0.0049999999999999906	-0.13	0.1718		-4.29218375809673	0.0	62.0	0.24	-1	-18	-9	40	85	16.2089372878915	37.5083333333333	125	0.0017099999999999	0.01022	0.0	0.0	0.557093425605536	0.277533039647577	150.0	61.0	0.967741935483871	0.575471698113208	0.99814	0.99643	0.04899	0.03877	224	289	77.51			10.0			10.0	-10.0	-10.0	0.0	0.0	0	13	41	63	74	85	138	157	161	171	85	125	116	98	97
Aspergillus fumigatus str. Af293	AFU4G00380_T	changed	AFU4G00380	AFU4G00380	034A19C2_BA21_40F7_927F_DC1135A5FCEB	147	137	2	4	decrease	Afum-Af293_new	Afum-Af293_old	1	1	0.1	0.19	0	0	7.13993706326068	14.2091747029677	0.8	0.55	0.85	0.65	3	11	1	9	8	41	27	44	94	0	0	7	130	94	97.4354545454546	88.6728571428572	85.4616014322035	65.9511605628759	92.3211111111111	75.7688888888889	32.29625	20.7225	121	44	13.9609816826833	3.41893164493607	0.0	0.0	0.4258	0.1936	63.0	21.0	0.04017	0.4551	0.153	0.125	11.0	7.0	0.4292	0.2604	87.0	60.0	141.0	137.0	22.0	49.0	119.0	88.0	afu4g00380-t_model	afu4g00380-t-p1_model	4z81-assembly2.cif.gz_B	7bsb-assembly2.cif.gz_N	5811.0	456320.0	-_cellular organisms;d_Eukaryota;-_Sar;-_Alveolata;p_Apicomplexa;c_Conoidasida;-_Coccidia;o_Eucoccidiorida;-_Eimeriorina;f_Sarcocystidae;g_Toxoplasma;s_Toxoplasma gondii	-_cellular organisms;d_Archaea;p_Euryarchaeota;-_Methanomada group;c_Methanococci;o_Methanococcales;f_Methanococcaceae;g_Methanococcus;s_Methanococcus voltae;-_Methanococcus voltae A3	Toxoplasma gondii	Methanococcus voltae A3	480.0	107.0	334.0	20.0	0.0	0.23220000000000002	42.0	-2	-0.41493	0.027999999999999997	-0.09	0.1688		-7.06923763970698	0.0	10.0	0.25	-8	-8	-33	-17	94	19.5104408693276	16.5522222222222	77	-0.24274	-0.17688	0.0	0.0	0.884353741496599	0.686131386861314	119.0	88.0	1.0	1.0	0.64114	0.88388	0.17202	0.3489	94	183	51.37			10.0			10.0	-10.0	-10.0	0.0	0.0	0	44	85	94	105	94	121	129	130	133	94	77	44	36	28
Aspergillus fumigatus str. Af293	AFU4G01570_T	changed	AFU4G01570	AFU4G01570	03668194_FD7F_4F1B_A6AF_2CA4163357AD	463	337	6	10	decrease	Afum-Af293_new	Afum-Af293_old	1	1	0.1	0.17	0	0	8.2265248240184	14.5184046702885	0.84	0.58	0.89	0.67	8	17	14	50	32	100	113	74	245	15	14	1	404	239	97.4525	95.424	82.1875486311744	66.408280693754	90.6490909090909	72.97625	20.00375	24.4066666666667	358	89	70.5060999335509	8.95171596346345	436.0	0.0	0.6404	0.3019	288.0	54.0	8.9e-08	0.1273	0.128	0.107	24.0	19.0	0.4867	0.3618	311.0	224.0	449.0	332.0	64.0	60.0	385.0	272.0	afu4g01570-t_model	afu4g01570-t-p1_model	8a6l-assembly1.cif.gz_B	6s3k-assembly1.cif.gz_B	9606.0	1423.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus subtilis group;s_Bacillus subtilis	Homo sapiens	Bacillus subtilis	421.0	441.0	5.0	119.0	436.0	0.33849999999999997	234.0	-4	-0.127299911	0.021000000000000005	-0.07	0.12490000000000001		-6.29187984627015	0.928551229520526	126.0	0.26	-9	-36	-68	39	230	15.7792679374205	17.6728409090909	269	0.00147	0.02199	0.928551229520526	0.0	0.872570194384449	0.70919881305638	382.0	231.0	0.992207792207792	0.849264705882353	0.99728	0.99581	0.06064	0.03865	316	480	65.83	381.0	381.0	2.1e-38	188.0	188.0	3.9e-10	376.777807052661	94.089353929735	-3.9e-10	282.688453122926	15	89	189	239	256	245	358	390	404	412	230	269	201	165	156
Aspergillus fumigatus str. Af293	AFU2G18100_T	changed	AFU2G18100	AFU2G18100	036E7603_4866_46B6_AAF3_EECF69088D8D	1641	850	4	2	increase	Afum-Af293_new	Afum-Af293_old	1	1	0.16	0.09	0	0	26.0406750242584	21.9080235294118	0.4	0.46	0.48	0.51	163	56	230	100	396	202	333	262	5	42	42	39	964	606	91.7078571428572	95.1785714285714	61.63896835861	67.1931606315253	67.142	74.2029464285714	16.98	19.2009090909091	338	304	173.454384452583	168.236193077567	497.0	384.0	0.5617	0.7247	576.0	572.0	4.514e-18	1.501e-17	0.195	0.234	23.0	23.0	0.5803	0.6095	303.0	237.0	1469.0	831.0	1012.0	472.0	457.0	359.0	afu2g18100-t_model	afu2g18100-t-p1_model	7zmp-assembly1.cif.gz_A	7aud-assembly5.cif.gz_D	9606.0	9606.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	Homo sapiens	Homo sapiens	440.0	355.0	2.0	5.0	113.0	-0.16300000000000003	4.0	2	-1.0496e-17	-0.03900000000000001	0.07	-0.029200000000000004		4.13265149484664	-0.111686787962361	791.0	-0.06	107	130	194	71	-37	-5.55419227291529	-7.06094642857144	34	-0.0308	0.04463	0.681642793362424	0.793329581324785	0.587446678854357	0.712941176470588	371.0	321.0	0.811816192560175	0.894150417827298	0.92238	0.95318	0.38029	0.33566	840	1641	51.19	354.0	1677.0	8.55e-28	325.0	1465.0	1.7800000000000001e-29	270.680338852718	287.495799976911	8.372000000000001e-28	-16.8154611241928	42	304	506	606	662	5	338	734	964	1127	-37	34	228	358	465
Fusarium graminearum str. PH-1	FGRAMPH1_01G11889	changed	FGRAMPH1_01G11889	FGRAMPH1_01G11889	049C7A6E_9EC4_4548_8FEB_A3DCD75C9F50	600	465	4	5	decrease	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.0	0.03	0	0	6.99643583333333	7.74673788877327	0.88	0.83	0.88	0.85	20	12	28	35	63	69	209	187	271	150	0	0	571	441	97.6442857142857	97.2385714285714	85.797550220659	83.2367819066238	89.0869444444444	86.28125	30.5871428571429	29.4333333333333	480	337			495.0	341.0	0.1762	0.216	100.0	73.0	4.385e-08	7.231e-05	0.125	0.126	35.0	24.0	0.3202	0.3321	264.0	180.0	593.0	441.0	159.0	159.0	434.0	282.0	fgramph1_01t11889_model	fgramph1_01t11889-p1_model	4mq0-assembly1.cif.gz_A-2	4mq0-assembly1.cif.gz_A-2	889930.0	889930.0	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Fabales;f_Fabaceae;-_Caesalpinioideae;-_mimosoid clade;-_Mimoseae;g_Parkia;s_Parkia biglobosa	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_fabids;o_Fabales;f_Fabaceae;-_Caesalpinioideae;-_mimosoid clade;-_Mimoseae;g_Parkia;s_Parkia biglobosa	Parkia biglobosa	Parkia biglobosa	397.0	290.0	12.0	10.0	154.0	-0.0398	27.0	-1	-7.226615e-05	-0.0010000000000000009	-0.03	-0.011900000000000022		-0.750302055439937	2.61952872954163e-05	135.0	0.05	8	-7	-6	22	121	2.56076831403513	2.80569444444444	143	-0.0084999999999999	-0.0176699999999999	0.945844007681471	0.945817812394175	0.951666666666667	0.948387096774194	408.0	266.0	0.940092165898618	0.943262411347518	0.9878	0.9963	0.14415	0.16182	455	607	74.96			10.0			10.0	-10.0	-10.0	0.0	0.0	150	337	406	441	453	271	480	543	571	591	121	143	137	130	138
Aspergillus fumigatus str. Af293	AFU5G07380_T	changed	AFU5G07380	AFU5G07380	04B770EF_724B_4AF8_8992_49AB02FE2315	82	182	2	2	same	Afum-Af293_new	Afum-Af293_old	1	1	1.0	1.0	0	0	15.3400505651398	24.3558779132955	0.36	0.25	0.86	0.75	6	52	17	13	30	24	18	35	6	7	0	0	71	79	93.5475	93.258	73.3428946432971	62.6813945716982	74.1920454545455	55.85125	44.6311111111111	36.825	24	42	37.2862312810593	34.2840761663869	64.0	65.0	0.5404	0.441	132.0	114.0	0.0001868	0.0003729	0.593	0.615	2.0	2.0	0.7143	0.6788	22.0	21.0	64.0	167.0	1.0	103.0	63.0	64.0	afu5g07380-t_model	afu5g07380-t-p1_model	7zmg-assembly1.cif.gz_c	7zm7-assembly1.cif.gz_c	759272.0	759272.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetidae;o_Sordariales;f_Chaetomiaceae;g_Thermochaetoides;s_Thermochaetoides thermophila;-_Thermochaetoides thermophila DSM 1495	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetidae;o_Sordariales;f_Chaetomiaceae;g_Thermochaetoides;s_Thermochaetoides thermophila;-_Thermochaetoides thermophila DSM 1495	Thermochaetoides thermophila DSM 1495	Thermochaetoides thermophila DSM 1495	60.0	63.0	1.0	3.0	-1.0	0.09939999999999999	18.0	0	-0.0001861	-0.02200000000000002	0.0	0.03550000000000009		-9.01582734815569	0.322740590489069	-100.0	0.11	-46	4	6	-17	-1	10.6615000715989	18.3407954545455	-18	0.46322	-0.03425	0.928104575163399	0.60536398467433	0.865853658536585	0.434065934065934	63.0	64.0	1.0	1.0	0.61521	0.15199	0.18887	0.22312	81	182	44.51	72.0	126.0	1.9e-25	74.0	128.0	1.2999999999999998e-24	247.212463990472	238.860566476932	-1.11e-24	8.35189751354008	7	42	66	79	131	6	24	54	71	77	-1	-18	-12	-8	-54
Aspergillus fumigatus str. Af293	AFU3G10210_T	changed	AFU3G10210	AFU3G10210	0544B213_A75B_4FDA_B6FE_95FDF8C1BBA5	469	232	1	3	decrease	Afum-Af293_new	Afum-Af293_old	1	1	0.67	1.0	0	0	26.6246443687745	28.4358576099881	0.39	0.13	0.72	0.63	52	59	28	54	46	7	63	0	11	0	34	0	148	61	92.3625	75.1914285714286	50.0079813361242	52.7690351461278	44.9971428571429	50.4195	18.5918181818182	35.0618181818182	74	0	7.82779344355481	-6.8761812957177	0.0	0.0	0.4166	0.3211	64.0	25.0	0.1649	4.871	0.17	0.2	9.0	2.0	0.4405	0.6543	122.0	45.0	173.0	136.0	1.0	75.0	172.0	61.0	afu3g10210-t_model	afu3g10210-t-p1_model	7mjo-assembly1.cif.gz_G	6wj2-assembly1.cif.gz_A	10116.0	9606.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;-_Glires;o_Rodentia;-_Myomorpha;-_Muroidea;f_Muridae;-_Murinae;g_Rattus;s_Rattus norvegicus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	Rattus norvegicus	Homo sapiens	185.0	96.0	10.0	36.0	0.0	0.09550000000000003	39.0	-2	-4.7061	-0.03	-0.33	-0.2138		-1.81121324121365	0.0	237.0	0.26	-7	-26	39	63	11	-2.76105381000361	-5.42235714285714	74	0.0251699999999999	-0.05492	0.0	0.0	0.315565031982942	0.262931034482759	138.0	24.0	0.802325581395349	0.39344262295082	0.96722	0.94205	0.11932	0.17424	231	469	49.25			10.0			10.0	-10.0	-10.0	0.0	0.0	0	0	7	61	120	11	74	120	148	200	11	74	113	87	80
Aspergillus fumigatus str. Af293	AFU5G08410_T	changed	AFU5G08410	AFU5G08410	05CC155F_8803_492C_AD8B_8AC5CE5F41E3	280	276	8	8	same	Afum-Af293_new	Afum-Af293_old	1	1	0.15	0.15	0	0	9.6694056122449	15.4374855597564	0.75	0.56	0.82	0.64	23	27	22	69	50	84	106	40	73	8	0	0	251	201	97.818	92.872	80.630379929396	66.3807133433193	84.109125	68.75375	26.27875	26.9025	179	48	42.6600071346161	27.7288491741087	243.0	0.0	0.6299	0.4896	222.0	127.0	5.42e-05	0.001687	0.181	0.171	11.0	9.0	0.6122	0.484	157.0	162.0	213.0	216.0	4.0	7.0	209.0	209.0	afu5g08410-t_model	afu5g08410-t-p1_model	8dkm-assembly1.cif.gz_P	7zkz-assembly1.cif.gz_A	9606.0	3702.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_malvids;o_Brassicales;f_Brassicaceae;-_Camelineae;g_Arabidopsis;s_Arabidopsis thaliana	Homo sapiens	Arabidopsis thaliana	330.0	226.0	97.0	8.0	243.0	0.14030000000000004	95.0	0	-0.0016328	0.009999999999999981	0.0	0.12819999999999998		-5.76807994751146	0.94108803738487	4.0	0.19	-4	-47	-34	66	65	14.2496665860767	15.355375	131	0.03441	0.0441	0.94108803738487	0.0	0.896428571428572	0.728260869565217	207.0	155.0	0.990430622009569	0.741626794258373	0.99851	0.9641	0.20402	0.15992	226	316	71.52	220.0	344.0	6.1e-20	161.0	235.0	1.4e-13	192.146701649892	128.538719643218	-1.39999939e-13	63.6079820066747	8	48	132	201	228	73	179	229	251	274	65	131	97	50	46
Aspergillus fumigatus str. Af293	AFU2G00650_T	changed	AFU2G00650	AFU2G00650	05D696DE_E381_4E84_BDE2_9A60CAC67AA3	339	482	3	4	decrease	Afum-Af293_new	Afum-Af293_old	1	1	0.08	0.28	0	0	6.81981013043743	17.9114181057489	0.87	0.64	0.91	0.78	18	14	8	17	12	20	56	98	230	167	0	18	306	302	98.606	98.168	87.9345954658256	69.4249429236048	94.1858333333333	84.189126984127	34.55375	12.19375	286	265	68.8140463477624	76.7407404422853	245.0	250.0	0.7083	0.6801	246.0	253.0	1.314e-07	2.118e-08	0.183	0.184	16.0	20.0	0.5221	0.4922	169.0	167.0	312.0	455.0	73.0	212.0	239.0	243.0	afu2g00650-t_model	afu2g00650-t-p1_model	7zei-assembly4.cif.gz_D	7zei-assembly4.cif.gz_D	413888.0	413888.0	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;-_Bacillota incertae sedis;o_Caldicellulosiruptorales;f_Caldicellulosiruptoraceae;g_Caldicellulosiruptor;s_Caldicellulosiruptor hydrothermalis	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;-_Bacillota incertae sedis;o_Caldicellulosiruptorales;f_Caldicellulosiruptoraceae;g_Caldicellulosiruptor;s_Caldicellulosiruptor hydrothermalis	Caldicellulosiruptor hydrothermalis	Caldicellulosiruptor hydrothermalis	225.0	225.0	7.0	7.0	-5.0	0.028200000000000003	-7.0	-1	1.1022e-07	-0.0010000000000000009	-0.2	0.029899999999999982		-11.0916079753114	0.190466527508619	-143.0	0.23	4	-9	-8	-42	63	18.5096525422208	9.99670634920634	21	0.0071999999999999	-0.01411	0.943149316302942	0.752682788794323	0.902654867256637	0.62655601659751	236.0	229.0	0.98744769874477	0.94238683127572	0.99649	0.98929	0.04636	0.06047	326	492	66.26	337.0	829.0	4.7e-62	341.0	841.0	9.6e-58	613.279021420643	570.177287669604	-9.59953e-58	43.1017337510385	167	265	285	302	316	230	286	298	306	324	63	21	13	4	8
Fusarium graminearum str. PH-1	FGRAMPH1_01G19591	changed	FGRAMPH1_01G19591	FGRAMPH1_01G19591	062AA4A8_EE36_4A54_9C09_58899D0227EA	298	410	2	4	decrease	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.0	0.28	0	0	3.19217490203144	14.3082629387269	0.92	0.72	0.92	0.85	0	2	2	1	12	12	62	50	222	234	0	27	298	297	98.7825	98.7375	92.7146503336335	75.8035937229437	94.8525	92.3186507936508	69.7166666666667	15.465	284	284			308.0	308.0	0.836	0.8215	978.0	961.0	6.719000000000001e-32	1.327e-28	0.399	0.399	11.0	12.0	0.7715	0.7669	152.0	152.0	295.0	407.0	5.0	117.0	290.0	290.0	fgramph1_01t19591_model	fgramph1_01t19591-p1_model	2x7q-assembly1.cif.gz_A	2x7q-assembly1.cif.gz_A	5476.0	5476.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;-_CUG-Ser1 clade;f_Debaryomycetaceae;-_Candida/Lodderomyces clade;g_Candida;s_Candida albicans	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;-_CUG-Ser1 clade;f_Debaryomycetaceae;-_Candida/Lodderomyces clade;g_Candida;s_Candida albicans	Candida albicans	Candida albicans	294.0	294.0	3.0	3.0	0.0	0.014499999999999957	17.0	-2	-1.3263281e-28	0.0	-0.28	0.0045999999999999375		-11.1160880366955	0.15983026874116	-112.0	0.2	-2	1	0	12	-12	16.9110566106898	2.5338492063492	0	0.0271599999999999	-0.12915	1.0	0.84016973125884	1.0	0.724390243902439	290.0	290.0	1.0	1.0	0.99154	0.96438	0.06716	0.19631	297	410	72.44	101.0	101.0	1.5e-35	101.0	101.0	2.7e-35	348.239087409443	345.68636235841	-1.2e-35	2.55272505103306	234	284	296	297	299	222	284	296	298	298	-12	0	0	1	-1
Aspergillus fumigatus str. Af293	AFU6G00600_T	changed	AFU6G00600	AFU6G00600	0638EB18_5987_4AD5_87F4_B95415AA15AA	149	197	2	2	same	Afum-Af293_new	Afum-Af293_old	1	1	0.0	0.26	0	0	3.44894374127292	13.9822077353191	0.89	0.7	0.89	0.83	2	3	4	3	5	3	30	28	107	109	0	8	146	143	98.15	98.1763636363637	90.9278396832474	76.2771434029873	94.0071428571428	91.706	48.16875	19.1227272727273	137	137	21.5564710368911	23.9415646094191	0.0	0.0	0.4173	0.3884	70.0	71.0	0.006988	0.004035	0.128	0.128	10.0	10.0	0.3736	0.3757	107.0	107.0	148.0	196.0	4.0	52.0	144.0	144.0	afu6g00600-t_model	afu6g00600-t-p1_model	6om8-assembly2.cif.gz_J-3	6om8-assembly2.cif.gz_J-3	6239.0	6239.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;p_Nematoda;c_Chromadorea;o_Rhabditida;-_Rhabditina;-_Rhabditomorpha;-_Rhabditoidea;f_Rhabditidae;-_Peloderinae;g_Caenorhabditis;s_Caenorhabditis elegans	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;p_Nematoda;c_Chromadorea;o_Rhabditida;-_Rhabditina;-_Rhabditomorpha;-_Rhabditoidea;f_Rhabditidae;-_Peloderinae;g_Caenorhabditis;s_Caenorhabditis elegans	Caenorhabditis elegans	Caenorhabditis elegans	152.0	152.0	6.0	6.0	0.0	0.02889999999999998	-1.0	0	0.002953	0.0	-0.26	-0.0020999999999999908		-10.5332639940462	0.0	-48.0	0.19	-1	1	2	2	-2	14.6506962802601	2.30114285714284	0	0.0964599999999999	-0.09328	0.0	0.0	0.979865771812081	0.725888324873096	143.0	142.0	0.993055555555556	0.986111111111111	0.99079	0.89433	0.10318	0.19646	148	197	75.13			10.0			10.0	-10.0	-10.0	0.0	0.0	109	137	140	143	146	107	137	142	146	148	-2	0	2	3	2
